city,county_fips,linearid,fullname,rttyp,mtfcc,road_category
San Francisco,06075,110498941091,,,S1630,Special Roads
San Francisco,06075,110498937592,Burnside Ave,M,S1400,Local Streets
San Francisco,06075,110498940986,,,S1630,Special Roads
San Francisco,06075,110498938308,Plymouth Ave,M,S1400,Local Streets
San Francisco,06075,1108311288567,,,S1630,Special Roads
San Francisco,06075,110498933822,Beeman Ln,M,S1400,Local Streets
San Francisco,06075,110498931399,18th St,M,S1400,Local Streets
San Francisco,06075,110498936780,Mistral St,M,S1400,Local Streets
San Francisco,06075,1103689707371,Treat Ave,M,S1400,Local Streets
San Francisco,06075,110498931374,15th St,M,S1400,Local Streets
San Francisco,06075,110498939275,San Bruno Ave,M,S1400,Local Streets
San Francisco,06075,110498933142,Lucky St,M,S1400,Local Streets
San Francisco,06075,110498932318,Balmy St,M,S1400,Local Streets
San Francisco,06075,1103689702475,Rousseau St,M,S1400,Local Streets
San Francisco,06075,110498941159,,,S1630,Special Roads
San Francisco,06075,110498941082,,,S1630,Special Roads
San Francisco,06075,110498939232,Princeton St,M,S1400,Local Streets
San Francisco,06075,110498935647,Bowdoin St,M,S1400,Local Streets
San Francisco,06075,110498938976,Dartmouth St,M,S1400,Local Streets
San Francisco,06075,110498931899,Hale St,M,S1400,Local Streets
San Francisco,06075,110498936170,Holyoke St,M,S1400,Local Streets
San Francisco,06075,110498937574,Brussels St,M,S1400,Local Streets
San Francisco,06075,1106048060753,Dartmouth St,M,S1400,Local Streets
San Francisco,06075,110498937802,Garrison Ave,M,S1400,Local Streets
San Francisco,06075,110498941135,,,S1630,Special Roads
San Francisco,06075,1105281304025,,,S1630,Special Roads
San Francisco,06075,110498938499,St Marys Ave,M,S1400,Local Streets
San Francisco,06075,110498934540,Lundys Ln,M,S1400,Local Streets
San Francisco,06075,110498939585,Holly Park Cir,M,S1400,Local Streets
San Francisco,06075,110498937451,Anderson St,M,S1400,Local Streets
San Francisco,06075,110498933404,Ogden Ave,M,S1400,Local Streets
San Francisco,06075,110498933780,Arnold Ave,M,S1400,Local Streets
San Francisco,06075,110498934121,Folsom St,M,S1400,Local Streets
San Francisco,06075,110498932321,Banks St,M,S1400,Local Streets
San Francisco,06075,110498939656,Rosenkranz St,M,S1400,Local Streets
San Francisco,06075,110498939182,Massasoit St,M,S1400,Local Streets
San Francisco,06075,110498941003,,,S1630,Special Roads
San Francisco,06075,1103689705928,McCoppin St,M,S1400,Local Streets
San Francisco,06075,1105014508366,Clinton Park,M,S1400,Local Streets
San Francisco,06075,1103689705929,McCoppin St,M,S1400,Local Streets
San Francisco,06075,110498937213,Sparrow St,M,S1400,Local Streets
San Francisco,06075,110498938727,Westgate Dr,M,S1400,Local Streets
San Francisco,06075,110498936016,Entrada Ct,M,S1400,Local Streets
San Francisco,06075,110498934033,Dorado Ter,M,S1400,Local Streets
San Francisco,06075,110498936867,Orizaba Ave,M,S1400,Local Streets
San Francisco,06075,1105061273372,Cesar Chavez,M,S1400,Local Streets
San Francisco,06075,110498935011,Poplar St,M,S1400,Local Streets
San Francisco,06075,110498932362,Brook St,M,S1400,Local Streets
San Francisco,06075,110498934988,Peters Ave,M,S1400,Local Streets
San Francisco,06075,110498933120,Leese St,M,S1400,Local Streets
San Francisco,06075,110498932088,Park St,M,S1400,Local Streets
San Francisco,06075,1105281304188,,,S1630,Special Roads
San Francisco,06075,1105042626336,,,S1630,Special Roads
San Francisco,06075,110498935979,Dolores Ter,M,S1400,Local Streets
San Francisco,06075,110498936728,Mission St,M,S1400,Local Streets
San Francisco,06075,110498937217,Spencer St,M,S1400,Local Streets
San Francisco,06075,110498941022,,,S1630,Special Roads
San Francisco,06075,1105042626332,,,S1630,Special Roads
San Francisco,06075,110498939273,San Bruno Ave,M,S1400,Local Streets
San Francisco,06075,1105042626331,,,S1630,Special Roads
San Francisco,06075,1105042626329,,,S1630,Special Roads
San Francisco,06075,110498935798,Crystal St,M,S1400,Local Streets
San Francisco,06075,1105044364465,Alemany Blvd,M,S1400,Local Streets
San Francisco,06075,110498934978,Payson St,M,S1400,Local Streets
San Francisco,06075,110498932360,Broad St,M,S1400,Local Streets
San Francisco,06075,110498938383,Sagamore St,M,S1400,Local Streets
San Francisco,06075,110498936824,Niagara Ave,M,S1400,Local Streets
San Francisco,06075,110498931891,Getz St,M,S1400,Local Streets
San Francisco,06075,110498931527,22nd Ave,M,S1400,Local Streets
San Francisco,06075,110498931317,12th Ave,M,S1400,Local Streets
San Francisco,06075,1106092772419,South Dr,M,S1400,Local Streets
San Francisco,06075,110498939212,Paramount Ter,M,S1400,Local Streets
San Francisco,06075,1105598230454,Kezar Dr,M,S1400,Local Streets
San Francisco,06075,110498937227,Stanyan St,M,S1400,Local Streets
San Francisco,06075,1103689704930,Baker St,M,S1400,Local Streets
San Francisco,06075,11016955711159,Marine Dr,M,S1400,Local Streets
San Francisco,06075,1103944395983,Jauss,M,S1400,Local Streets
San Francisco,06075,110498931987,Lake St,M,S1400,Local Streets
San Francisco,06075,110498931074,7th Ave,M,S1400,Local Streets
San Francisco,06075,110498932041,Mesa St,M,S1400,Local Streets
San Francisco,06075,1104995434849,Hamilton St,M,S1400,Local Streets
San Francisco,06075,110498933118,Laura St,M,S1400,Local Streets
San Francisco,06075,110498937178,Shawnee Ave,M,S1400,Local Streets
San Francisco,06075,1106087384058,Nahua Ave,M,S1400,Local Streets
San Francisco,06075,110498934826,Moneta Way,M,S1400,Local Streets
San Francisco,06075,110498932162,Sala Ter,M,S1400,Local Streets
San Francisco,06075,110498932036,Meda Ave,M,S1400,Local Streets
San Francisco,06075,110498934917,Norton St,M,S1400,Local Streets
San Francisco,06075,110498939843,Lake Merced Blvd,M,S1400,Local Streets
San Francisco,06075,110498940045,Country Club Dr,M,S1400,Local Streets
San Francisco,06075,110498940501,Linda Vista Steps St,M,S1400,Local Streets
San Francisco,06075,1105008002200,State Rte 35,S,S1200,Secondary Roads
San Francisco,06075,110498939169,Macarthur Ave,M,S1400,Local Streets
San Francisco,06075,1103677032166,Martinez St,M,S1400,Local Streets
San Francisco,06075,110498940846,,,S1400,Local Streets
San Francisco,06075,1108475858784,Richardson Ave,M,S1200,Secondary Roads
San Francisco,06075,110498937004,Portola St,M,S1400,Local Streets
San Francisco,06075,110498941172,,,S1710,Special Roads
San Francisco,06075,110498935161,Spruce St,M,S1400,Local Streets
San Francisco,06075,110498934522,Locust St,M,S1400,Local Streets
San Francisco,06075,110498934496,Laurel St,M,S1400,Local Streets
San Francisco,06075,110498932295,Avila St,M,S1400,Local Streets
San Francisco,06075,1105016510776,Fillmore St,M,S1400,Local Streets
San Francisco,06075,110498937437,Alhambra St,M,S1400,Local Streets
San Francisco,06075,110498939123,Jefferson St,M,S1400,Local Streets
San Francisco,06075,110498939541,Florentine St,M,S1400,Local Streets
San Francisco,06075,110498932456,Cross St,M,S1400,Local Streets
San Francisco,06075,110498935331,Vienna St,M,S1400,Local Streets
San Francisco,06075,110498934850,Moscow St,M,S1400,Local Streets
San Francisco,06075,110498937166,Seville St,M,S1400,Local Streets
San Francisco,06075,11035052615666,Drake St,M,S1400,Local Streets
San Francisco,06075,1105281304103,Rotteck St,M,S1400,Local Streets
San Francisco,06075,110498933803,Avalon Ave,M,S1400,Local Streets
San Francisco,06075,1103689705590,Peru Ave,M,S1400,Local Streets
San Francisco,06075,110498939940,Stoneybrook Ave,M,S1400,Local Streets
San Francisco,06075,11035052615443,Velasco Ave,M,S1400,Local Streets
San Francisco,06075,110498934096,Evelyn Way,M,S1400,Local Streets
San Francisco,06075,110498934536,Lunado Ct,M,S1400,Local Streets
San Francisco,06075,11035052615522,Esquina Dr,M,S1400,Local Streets
San Francisco,06075,110498940794,,,S1400,Local Streets
San Francisco,06075,110498936857,Octavia St,M,S1400,Local Streets
San Francisco,06075,110498940338,Battery Safford Rd,M,S1400,Local Streets
San Francisco,06075,110498932128,Pope Ct,M,S1400,Local Streets
San Francisco,06075,1103409975586,,,S1400,Local Streets
San Francisco,06075,110498935165,Storey Ave,M,S1400,Local Streets
San Francisco,06075,110498937069,Ralston Ave,M,S1400,Local Streets
San Francisco,06075,110498940874,,,S1400,Local Streets
San Francisco,06075,110498939072,Greenough Ave,M,S1400,Local Streets
San Francisco,06075,110498933661,Upton Ave,M,S1400,Local Streets
San Francisco,06075,110498931343,14th Ave,M,S1400,Local Streets
San Francisco,06075,110498940805,,,S1400,Local Streets
San Francisco,06075,1102526734326,,,S1750,Special Roads
San Francisco,06075,11035052616243,Baltimore Way,M,S1400,Local Streets
San Francisco,06075,1103592341204,Towerside Ave,M,S1400,Local Streets
San Francisco,06075,110498941122,,,S1630,Special Roads
San Francisco,06075,1103689702515,Naglee Ave,M,S1400,Local Streets
San Francisco,06075,110498940777,,,S1400,Local Streets
San Francisco,06075,110498939246,Rio Verde St,M,S1400,Local Streets
San Francisco,06075,110498931907,Head St,M,S1400,Local Streets
San Francisco,06075,110498939680,Santa Cruz Ave,M,S1400,Local Streets
San Francisco,06075,11035052615468,Shakespeare St,M,S1400,Local Streets
San Francisco,06075,1105045100401,Nadell Ct,M,S1400,Local Streets
San Francisco,06075,1106087384079,Lake Merced Hill So St,M,S1400,Local Streets
San Francisco,06075,110498940508,Church Parking Lot,M,S1740,Special Roads
San Francisco,06075,1103689705096,48th Ave,M,S1400,Local Streets
San Francisco,06075,110498931718,47th Ave,M,S1400,Local Streets
San Francisco,06075,110498931693,41st Ave,M,S1400,Local Streets
San Francisco,06075,110498931686,40th Ave,M,S1400,Local Streets
San Francisco,06075,110498940335,Uncle Wish Mem Rd,M,S1400,Local Streets
San Francisco,06075,110498931664,36th Ave,M,S1400,Local Streets
San Francisco,06075,110498940293,John F Kennedy Dr,M,S1400,Local Streets
San Francisco,06075,110498938461,Sea View Ter,M,S1400,Local Streets
San Francisco,06075,1105035035074,Lake St,M,S1400,Local Streets
San Francisco,06075,110498935553,Almaden Ct,M,S1400,Local Streets
San Francisco,06075,110498939550,Ggp Access Rd,M,S1400,Local Streets
San Francisco,06075,110498940847,,,S1400,Local Streets
San Francisco,06075,110498939818,Golden Gate Ave,M,S1400,Local Streets
San Francisco,06075,110498931640,31st Ave,M,S1400,Local Streets
San Francisco,06075,110498934038,Dorado Ter,M,S1400,Local Streets
San Francisco,06075,110498932110,Pico Ave,M,S1400,Local Streets
San Francisco,06075,110498931811,Cuba Aly,M,S1730,Special Roads
San Francisco,06075,11035052615567,Santa Barbara Ave,M,S1400,Local Streets
San Francisco,06075,110498940297,John F Kennedy Dr,M,S1400,Local Streets
San Francisco,06075,1108311419137,,,S1630,Special Roads
San Francisco,06075,110498935555,Amatury Loop,M,S1400,Local Streets
San Francisco,06075,110498940481,Battery Caulfield Rd,M,S1400,Local Streets
San Francisco,06075,1108475858785,Richardson Ave,M,S1200,Secondary Roads
San Francisco,06075,1103679963473,Gardener Rd,M,S1400,Local Streets
San Francisco,06075,110498938470,Sheridan Ave,M,S1400,Local Streets
San Francisco,06075,110498934971,Patton Ct,M,S1400,Local Streets
San Francisco,06075,110498935139,Sibert Ln,M,S1400,Local Streets
San Francisco,06075,110498938707,Veterans Dr,M,S1400,Local Streets
San Francisco,06075,1105598233198,Judah St,M,S1400,Local Streets
San Francisco,06075,110498934499,Lawton St,M,S1400,Local Streets
San Francisco,06075,110498931659,35th Ave,M,S1400,Local Streets
San Francisco,06075,110498931651,33rd Ave,M,S1400,Local Streets
San Francisco,06075,110498937488,Belgrave Ave,M,S1400,Local Streets
San Francisco,06075,110498935620,Belmont Ave,M,S1400,Local Streets
San Francisco,06075,110498931627,29th Ave,M,S1400,Local Streets
San Francisco,06075,110498931607,27th Ave,M,S1400,Local Streets
San Francisco,06075,110498931587,26th Ave,M,S1400,Local Streets
San Francisco,06075,110498938333,Quintara St,M,S1400,Local Streets
San Francisco,06075,110498934112,Fisher Loop,M,S1400,Local Streets
San Francisco,06075,110498935342,Wallen Ct,M,S1400,Local Streets
San Francisco,06075,1103689702764,Harde Ave,M,S1400,Local Streets
San Francisco,06075,110498940785,,,S1400,Local Streets
San Francisco,06075,1103962576114,,,S1400,Local Streets
San Francisco,06075,110498936248,Langdon Ct,M,S1400,Local Streets
San Francisco,06075,1103680021008,Young St,M,S1780,Special Roads
San Francisco,06075,110498933649,Ulloa St,M,S1400,Local Streets
San Francisco,06075,110498936883,Pacheco St,M,S1400,Local Streets
San Francisco,06075,110498939671,San Marcos Ave,M,S1400,Local Streets
San Francisco,06075,110498939670,San Marcos Ave,M,S1400,Local Streets
San Francisco,06075,110498936650,Mendosa Ave,M,S1400,Local Streets
San Francisco,06075,110498932038,Mesa Ave,M,S1400,Local Streets
San Francisco,06075,110498936885,Pacheco St,M,S1400,Local Streets
San Francisco,06075,110498933966,Cortes Ave,M,S1400,Local Streets
San Francisco,06075,1103370302526,Pacheco St,M,S1400,Local Streets
San Francisco,06075,110498938933,Claremont Blvd,M,S1400,Local Streets
San Francisco,06075,110498939512,Dorchester Way,M,S1400,Local Streets
San Francisco,06075,110498937253,Terrace Dr,M,S1400,Local Streets
San Francisco,06075,110498935595,Balceta Ave,M,S1400,Local Streets
San Francisco,06075,110498939336,Tamalpais Ter,M,S1400,Local Streets
San Francisco,06075,110498932744,Geary Blvd,M,S1400,Local Streets
San Francisco,06075,110498934498,Lawton St,M,S1400,Local Streets
San Francisco,06075,110498935587,Ashwood Ln,M,S1400,Local Streets
San Francisco,06075,110498932459,Crown Ter,M,S1400,Local Streets
San Francisco,06075,110498937064,Raccoon Dr,M,S1400,Local Streets
San Francisco,06075,110498939056,Gladeview Way,M,S1400,Local Streets
San Francisco,06075,110498932990,Idora Ave,M,S1400,Local Streets
San Francisco,06075,110498931163,Rex Ave,M,S1400,Local Streets
San Francisco,06075,110498931706,44th Ave,M,S1400,Local Streets
San Francisco,06075,110498931722,48th Ave,M,S1400,Local Streets
San Francisco,06075,110498931088,9th Ave,M,S1400,Local Streets
San Francisco,06075,1105042626269,Portola Dr,M,S1400,Local Streets
San Francisco,06075,110498940504,Automobile Pathway,M,S1400,Local Streets
San Francisco,06075,11010911806678,Pacheco St,M,S1400,Local Streets
San Francisco,06075,1103689702780,Vasquez Ave,M,S1400,Local Streets
San Francisco,06075,1105598231338,Monument Way,M,S1400,Local Streets
San Francisco,06075,110498937581,Buchanan St,M,S1400,Local Streets
San Francisco,06075,110498933132,Lloyd St,M,S1400,Local Streets
San Francisco,06075,110498939574,Grand View Ter,M,S1400,Local Streets
San Francisco,06075,110498938961,Crestline Dr,M,S1400,Local Streets
San Francisco,06075,1103689702289,Portola Dr,M,S1400,Local Streets
San Francisco,06075,110498937449,Amethyst Way,M,S1400,Local Streets
San Francisco,06075,110498937689,Dawnview Way,M,S1400,Local Streets
San Francisco,06075,110498934927,Onique Ln,M,S1400,Local Streets
San Francisco,06075,1103689706365,Duncan St,M,S1400,Local Streets
San Francisco,06075,1103689702867,Broderick St,M,S1400,Local Streets
San Francisco,06075,110498939942,Terra Vista Ave,M,S1400,Local Streets
San Francisco,06075,110498936055,Fortuna Ave,M,S1400,Local Streets
San Francisco,06075,110498934165,Garden St,M,S1400,Local Streets
San Francisco,06075,110498937486,Beideman St,M,S1400,Local Streets
San Francisco,06075,110498934104,Farren St,M,S1400,Local Streets
San Francisco,06075,110498931115,Elm St,M,S1400,Local Streets
San Francisco,06075,110498932727,Geary Blvd,M,S1400,Local Streets
San Francisco,06075,110498932712,Geary Blvd,M,S1400,Local Streets
San Francisco,06075,110498939258,Roosevelt Way,M,S1400,Local Streets
San Francisco,06075,110498937718,Douglass St,M,S1400,Local Streets
San Francisco,06075,110498933962,Corbin Pl,M,S1400,Local Streets
San Francisco,06075,110498933944,Clover St,M,S1400,Local Streets
San Francisco,06075,110498939214,Park Hill Ave,M,S1400,Local Streets
San Francisco,06075,110498938056,Magellan Ave,M,S1400,Local Streets
San Francisco,06075,110498940340,Clarendon Woods Ave,M,S1400,Local Streets
San Francisco,06075,110498935353,Walter St,M,S1400,Local Streets
San Francisco,06075,110498937331,Webster St,M,S1400,Local Streets
San Francisco,06075,110498934518,Linden St,M,S1400,Local Streets
San Francisco,06075,110498932289,Arbor St,M,S1400,Local Streets
San Francisco,06075,1105038857366,Oshaughnessy Blvd,M,S1400,Local Streets
San Francisco,06075,110498936239,Laidley St,M,S1400,Local Streets
San Francisco,06075,110498935239,Surrey St,M,S1400,Local Streets
San Francisco,06075,11016957645924,Octavia St,M,S1400,Local Streets
San Francisco,06075,110498935347,Waller St,M,S1400,Local Streets
San Francisco,06075,110498937812,Germania St,M,S1400,Local Streets
San Francisco,06075,110498935616,Belcher St,M,S1400,Local Streets
San Francisco,06075,110498932126,Pond St,M,S1400,Local Streets
San Francisco,06075,110498933958,Copper Aly,M,S1400,Local Streets
San Francisco,06075,110498931753,Auto Dr,M,S1400,Local Streets
San Francisco,06075,110498930946,2nd Ave,M,S1400,Local Streets
San Francisco,06075,110498931691,41st Ave,M,S1400,Local Streets
San Francisco,06075,110498939136,Knollview Way,M,S1400,Local Streets
San Francisco,06075,1103939740688,Green Gate Way,M,S1400,Local Streets
San Francisco,06075,110498938744,Woodland Ave,M,S1400,Local Streets
San Francisco,06075,1103939730459,,,S1400,Local Streets
San Francisco,06075,110498939958,Adolph Sutro Ct,M,S1400,Local Streets
San Francisco,06075,110498933960,Copper Aly,M,S1730,Special Roads
San Francisco,06075,110498933525,Short St,M,S1400,Local Streets
San Francisco,06075,110498935099,Romain St,M,S1400,Local Streets
San Francisco,06075,1103677032060,Portola Dr,M,S1400,Local Streets
San Francisco,06075,110498931552,23rd St,M,S1400,Local Streets
San Francisco,06075,110498932679,Geary Blvd,M,S1400,Local Streets
San Francisco,06075,110498935756,Clipper St,M,S1400,Local Streets
San Francisco,06075,110498932273,Amber Dr,M,S1400,Local Streets
San Francisco,06075,110498940804,,,S1400,Local Streets
San Francisco,06075,1103689705861,Castro St,M,S1400,Local Streets
San Francisco,06075,110498933440,Penny Ln,M,S1400,Local Streets
San Francisco,06075,110498937141,Sanchez St,M,S1400,Local Streets
San Francisco,06075,110498937140,Sanchez St,M,S1400,Local Streets
San Francisco,06075,1106087783844,Day St,M,S1400,Local Streets
San Francisco,06075,110498933898,Carrie St,M,S1400,Local Streets
San Francisco,06075,1103526472576,Guerrero,M,S1400,Local Streets
San Francisco,06075,110498939138,Kronquist Ct,M,S1400,Local Streets
San Francisco,06075,110498935395,Zircon Pl,M,S1400,Local Streets
San Francisco,06075,11021360123469,Geary Blvd,M,S1400,Local Streets
San Francisco,06075,1105042626307,Castro St,M,S1400,Local Streets
San Francisco,06075,110498932742,Geary Blvd,M,S1400,Local Streets
San Francisco,06075,110498936028,Everson St,M,S1400,Local Streets
San Francisco,06075,11035052615619,State Hwy 82,S,S1200,Secondary Roads
San Francisco,06075,11035052615441,Velasco Ave,M,S1400,Local Streets
San Francisco,06075,11035052615562,Calgary St,M,S1400,Local Streets
San Francisco,06075,110498934013,Dedman Ct,M,S1400,Local Streets
San Francisco,06075,1105598230474,Newcomb Ave,M,S1400,Local Streets
San Francisco,06075,110498936050,Fischer Ave,M,S1400,Local Streets
San Francisco,06075,110498933154,Mahan St,M,S1400,Local Streets
San Francisco,06075,110498930804,C St,M,S1400,Local Streets
San Francisco,06075,110498939642,Northridge Rd,M,S1400,Local Streets
San Francisco,06075,110498933469,Quint St,M,S1400,Local Streets
